0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
32, 0
32, 0
32, 0
64, 0
189, 0
221, 0
642, 0
2515, 0
3015, 0
3046, 0
3062, 0
3171, 0
3171, 0
3171, 0
3265, 0
3343, 0
3374, 0
3405, 0
3405, 0
3405, 0
3640, 0
3781, 0
3781, 0
3781, 0
3797, 0
3891, 0
4031, 0
4062, 0
4437, 0
4437, 0
4578, 0
4578, 0
4656, 0
4766, 0
6639, 0
7171, 0
7295, 0
7498, 0
7514, 0
7529, 0
7671, 0
7765, 0
7906, 0
7999, 0
8218, 0
8296, 0
8374, 0
8577, 0
8577, 0
8671, 0
8687, 0
8781, 0
8891, 0
9109, 0
9187, 0
9265, 0
11029, 0
11295, 0
11435, 0
11560, 0
11576, 0
11638, 0
11638, 0
11654, 0
11716, 0
11794, 0
11794, 0
11981, 0
12028, 0
12388, 0
12420, 0
12592, 0
12607, 0
12904, 0
12904, 0
13013, 0
13231, 0
13309, 0
13387, 0
15151, 0
15636, 0
15839, 0
16010, 0
16230, 0
16371, 0
16465, 0
16511, 0
16511, 0
16543, 0
16714, 0
16730, 0
17292, 0
17293, 0
17340, 0
17356, 0
17434, 0
17434, 0
19253, 0
20000, 0
20094, 0
20187, 0
20313, 0
20345, 0
20486, 0
20735, 0
20829, 0
20829, 0
20876, 0
20923, 0
21047, 0
21329, 0
21408, 0
21471, 0
21798, 0
21814, 0
21939, 0
22063, 0
23624, 0
23813, 0
24109, 0
24140, 0
24187, 0
24234, 0
24312, 0
24437, 0
24452, 0
24515, 0
24593, 0
24608, 0
25015, 0
25047, 0
25063, 0
25187, 0
25281, 0
25437, 0
25531, 0
25921, 0
25936, 0
25952, 0
26249, 0
28186, 0
28327, 0
28436, 0
28452, 0
28561, 0
28577, 0
28655, 0
28686, 0
28733, 0
28873, 0
29029, 0
29170, 0
29186, 0
29514, 0
29733, 0
29951, 0
29967, 0
29983, 0
30029, 0
30045, 0
30061, 0
30076, 0
30076, 0
31778, 0
32309, 0
32574, 0
32574, 0
32700, 0
32747, 0
32778, 0
32825, 0
33013, 0
33153, 0
33169, 0
33216, 0
33325, 0
33621, 0
33637, 0
33637, 0
33684, 0
33856, 0
34185, 0
34201, 0
34403, 0
34513, 0
34622, 0
34731, 0
34731, 0
34731, 0
36339, 0
36433, 0
36714, 0
36808, 0
36870, 0
37011, 0
37167, 0
37182, 0
37292, 0
37370, 0
37761, 0
37808, 0
37980, 0
38151, 0
38354, 0
38527, 0
38746, 0
38855, 0
38855, 0
38871, 0
39199, 0
40479, 0
40963, 0
41088, 0
41182, 0
41307, 0
41338, 0
41400, 0
41713, 0
41808, 0
41808, 0
41886, 0
42276, 0
42635, 0
42650, 0
42760, 0
42871, 0
42995, 0
43323, 0
44603, 0
44885, 0
45322, 1
45462, 1
45462, 1
45462, 1
45635, 1
45854, 1
45854, 1
45870, 1
45932, 1
46229, 1
46275, 1
46400, 1
46447, 1
46838, 1
47089, 1
47307, 1
47323, 1
47354, 2
47447, 2
47525, 2
48993, 2
49228, 2
49446, 1
49534, 1
49550, 1
49550, 1
49744, 1
49833, 1
49960, 1
50295, 1
50378, 1
50632, 2
51147, 2
51928, 2
51929, 2
53568, 2
53694, 2
53710, 2
53866, 2
53881, 2
53881, 2
53975, 2
54053, 2
54068, 2
54287, 2
54349, 2
54490, 2
54505, 2
54865, 2
55053, 2
55334, 1
55365, 1
55881, 1
56054, 1
56069, 1
56272, 1
57131, 1
57678, 1
57725, 1
58038, 2
58147, 3
58179, 3
58335, 3
58398, 3
58897, 3
58990, 4
59179, 4
59289, 4
59928, 4
59991, 5
60101, 4
60179, 4
61849, 4
62193, 4
62271, 4
62459, 4
62568, 4
63302, 4
63412, 5
64052, 6
64505, 7
64600, 8
64631, 8
64834, 8
65615, 8
66115, 8
66162, 8
66380, 8
66536, 9
66583, 10
66896, 10
67022, 11
67037, 12
67928, 13
68724, 12
68755, 12
70660, 11
70692, 11
70848, 11
70895, 11
70941, 11
71051, 11
71097, 11
71269, 10
71472, 10
71643, 9
71847, 9
72535, 8
72597, 7
72644, 6
72753, 6
72879, 6
74425, 6
74567, 5
74785, 6
74801, 5
74816, 5
74972, 5
75519, 5
75754, 6
75770, 7
77284, 7
77379, 8
78190, 8
78971, 9
78971, 10
79159, 10
79643, 10
79643, 9
79689, 10
80049, 9
80487, 8
80752, 8
81096, 8
81378, 9
82409, 10
82769, 10
83096, 9
83283, 10
83283, 10
83784, 11
83816, 10
84081, 10
84237, 9
84424, 9
85221, 9
86970, 9
87221, 10
87501, 11
88548, 11
88611, 11
90000, 10
90937, 9
91718, 8
91719, 7
91969, 7
92219, 8
92750, 9
92985, 9
94125, 10
94750, 11
95046, 12
96092, 12
96093, 13
96171, 14
96312, 15
96998, 16
97108, 17
99341, 18
99639, 17
99966, 16
100216, 15
100435, 14
100639, 15
100982, 16
101123, 15
101716, 16
102513, 16
102529, 15
103902, 14
104325, 15
104855, 16
105246, 17
105840, 18
106636, 19
106684, 18
108744, 19
108901, 20
108979, 21
109666, 22
111227, 23
113304, 22
114772, 23
116662, 23
117427, 23
118894, 22
119317, 23
121252, 24
121347, 25
121955, 25
123017, 25
124906, 26
125500, 25
130041, 24
131353, 25
133368, 26
134055, 27
136474, 26
138644, 27
140581, 26
142580, 27
145265, 26
