0, 8
0, 13
0, 18
0, 20
0, 20
0, 20
1, 20
1, 20
1, 20
1, 20
1, 20
1, 20
1, 20
1, 20
1, 20
1, 20
1, 20
1, 20
32, 20
32, 20
32, 20
64, 20
189, 20
221, 20
642, 20
2515, 20
3015, 20
3046, 20
3062, 20
3171, 20
3171, 20
3171, 20
3265, 20
3343, 20
3374, 20
3405, 20
3405, 20
3405, 20
3640, 20
3781, 20
3781, 20
3781, 20
3797, 20
3891, 20
4031, 20
4062, 20
4437, 20
4437, 20
4578, 20
4578, 20
4656, 20
4766, 20
6639, 20
7171, 20
7295, 20
7498, 20
7514, 20
7529, 20
7671, 20
7765, 20
7906, 20
7999, 20
8218, 20
8296, 20
8374, 20
8577, 20
8577, 20
8671, 20
8687, 20
8781, 20
8891, 20
9109, 20
9187, 20
9265, 20
11029, 20
11295, 20
11435, 20
11560, 20
11576, 20
11638, 20
11638, 20
11654, 20
11716, 20
11794, 20
11794, 20
11981, 20
12028, 20
12388, 20
12420, 20
12592, 20
12607, 20
12904, 20
12904, 20
13013, 20
13231, 20
13309, 20
13387, 20
15151, 20
15636, 20
15839, 20
16010, 20
16230, 20
16371, 20
16465, 20
16511, 20
16511, 20
16543, 20
16714, 20
16730, 20
17292, 20
17293, 20
17340, 20
17356, 20
17434, 20
17434, 20
19253, 20
20000, 20
20094, 20
20187, 20
20313, 20
20345, 20
20486, 20
20735, 20
20829, 20
20829, 20
20876, 20
20923, 20
21047, 20
21329, 19
21408, 19
21471, 19
21798, 19
21814, 19
21939, 19
22063, 19
23624, 19
23813, 18
24109, 18
24140, 18
24187, 18
24234, 18
24312, 18
24437, 18
24452, 18
24515, 18
24593, 18
24608, 18
25015, 17
25047, 17
25063, 17
25187, 17
25281, 17
25437, 17
25531, 17
25921, 17
25936, 17
25952, 17
26249, 17
28186, 17
28327, 17
28436, 17
28452, 17
28561, 17
28577, 17
28655, 17
28686, 17
28733, 17
28873, 17
29029, 17
29170, 17
29186, 17
29514, 17
29733, 17
29951, 17
29967, 17
29983, 17
30029, 17
30045, 17
30061, 17
30076, 17
30076, 17
31778, 17
32309, 17
32574, 17
32574, 17
32700, 17
32747, 17
32778, 17
32825, 17
33013, 17
33153, 17
33169, 17
33216, 17
33325, 17
33621, 17
33637, 17
33637, 17
33684, 17
33856, 17
34185, 17
34201, 17
34403, 17
34513, 17
34622, 17
34731, 17
34731, 17
34731, 17
36339, 17
36433, 17
36714, 17
36808, 17
36870, 17
37011, 17
37167, 17
37182, 17
37292, 17
37370, 17
37761, 17
37808, 17
37980, 17
38151, 17
38354, 17
38527, 17
38746, 16
38855, 16
38855, 16
38871, 16
39199, 16
40479, 16
40963, 16
41088, 16
41182, 16
41307, 16
41338, 16
41400, 16
41713, 16
41808, 16
41808, 16
41886, 16
42276, 16
42635, 16
42650, 16
42760, 16
42871, 16
42995, 16
43323, 16
44603, 16
44885, 16
45322, 16
45462, 16
45462, 16
45462, 16
45635, 16
45854, 16
45854, 16
45870, 16
45932, 15
46229, 14
46275, 15
46400, 15
46447, 15
46838, 15
47089, 15
47307, 15
47323, 15
47354, 15
47447, 15
47525, 15
48993, 15
49228, 14
49446, 14
49534, 14
49550, 14
49550, 14
49744, 14
49833, 13
49960, 13
50295, 14
50378, 14
50632, 14
51147, 13
51928, 13
51929, 13
53568, 13
53694, 13
53710, 13
53866, 13
53881, 13
53881, 13
53975, 13
54053, 13
54068, 13
54287, 13
54349, 13
54490, 12
54505, 11
54865, 11
55053, 11
55334, 11
55365, 11
55881, 11
56054, 11
56069, 11
56272, 11
57131, 11
57678, 11
57725, 11
58038, 11
58147, 11
58179, 11
58335, 11
58398, 11
58897, 11
58990, 11
59179, 11
59289, 11
59928, 11
59991, 10
60101, 10
60179, 10
61849, 10
62193, 10
62271, 10
62459, 10
62568, 10
63302, 10
63412, 10
64052, 10
64505, 9
64600, 9
64631, 9
64834, 9
65615, 9
66115, 9
66162, 9
66380, 9
66536, 9
66583, 9
66896, 9
67022, 9
67037, 9
67928, 9
68724, 9
68755, 9
70660, 9
70692, 9
70848, 8
70895, 8
70941, 7
71051, 7
71097, 7
71269, 7
71472, 7
71643, 7
71847, 7
72535, 7
72597, 7
72644, 7
72753, 7
72879, 7
74425, 7
74567, 7
74785, 7
74801, 7
74816, 7
74972, 7
75519, 7
75754, 7
75770, 7
77284, 7
77379, 7
78190, 7
78971, 7
78971, 7
79159, 7
79643, 7
79643, 7
79689, 7
80049, 7
80487, 7
80752, 7
81096, 7
81378, 7
82409, 7
82769, 7
83096, 7
83283, 7
83283, 7
83784, 7
83816, 7
84081, 7
84237, 7
84424, 7
85221, 7
86970, 7
87221, 7
87501, 7
88548, 7
88611, 7
90000, 7
90937, 7
91718, 7
91719, 7
91969, 7
92219, 7
92750, 7
92985, 7
94125, 7
94750, 7
95046, 7
96092, 7
96093, 7
96171, 7
96312, 7
96998, 7
97108, 6
99341, 6
99639, 7
99966, 7
100216, 7
100435, 7
100639, 7
100982, 7
101123, 7
101716, 7
102513, 7
102529, 7
103902, 7
104325, 7
104855, 7
105246, 7
105840, 5
106636, 5
106684, 5
108744, 5
108901, 5
108979, 5
109666, 5
111227, 4
113304, 4
114772, 3
116662, 3
117427, 3
118894, 3
119317, 3
121252, 2
121347, 2
121955, 2
123017, 2
124906, 2
125500, 2
130041, 2
131353, 2
133368, 1
134055, 1
136474, 1
138644, 1
140581, 1
142580, 1
145265, 1
