0, 7
16, 17
16, 26
31, 32
31, 39
31, 48
31, 57
31, 65
31, 77
31, 84
125, 92
250, 91
297, 97
328, 104
328, 113
343, 116
343, 114
390, 122
421, 123
499, 133
562, 144
640, 145
655, 156
655, 154
749, 164
967, 172
1061, 181
1077, 189
1092, 199
1108, 207
1123, 215
1139, 225
1170, 223
1186, 221
1186, 230
3869, 232
4197, 234
4524, 233
4618, 231
4758, 228
4758, 225
4758, 226
4789, 223
4789, 222
4852, 221
4867, 220
4899, 218
4945, 219
4992, 217
5055, 214
5086, 211
5195, 212
5211, 211
5226, 210
5242, 211
5257, 209
5304, 207
5632, 205
7987, 204
8253, 206
8377, 202
8736, 201
8752, 203
8908, 205
8970, 206
9173, 205
9189, 207
9189, 205
9204, 206
9407, 205
9532, 206
9703, 204
9719, 203
9735, 204
9750, 202
9750, 200
9766, 198
9797, 197
10421, 195
12106, 194
12823, 193
12870, 192
13073, 191
13073, 189
13120, 185
13167, 187
13182, 189
13213, 190
13307, 191
13307, 188
13463, 187
13510, 186
13650, 184
13728, 183
13822, 181
13837, 180
13853, 179
13869, 177
13869, 176
13915, 177
15085, 179
16552, 178
16817, 177
16942, 180
17035, 181
17285, 180
17316, 179
17332, 177
17425, 176
17488, 175
17535, 173
17581, 172
17628, 167
17737, 168
17753, 165
17940, 163
17971, 161
17987, 163
17987, 164
18034, 163
19204, 164
21013, 163
21060, 159
21154, 157
21403, 156
21528, 154
21575, 155
21778, 154
21856, 157
21856, 155
21856, 153
21856, 154
21871, 155
22199, 154
22215, 153
22339, 154
22355, 151
22417, 152
22449, 154
22480, 152
23400, 151
24679, 149
25491, 151
25537, 149
25615, 148
25647, 146
25693, 147
25787, 146
25834, 144
25896, 143
25974, 141
25974, 140
25974, 141
26224, 139
26317, 138
26349, 141
26427, 140
26458, 139
26879, 138
27144, 139
27862, 137
29141, 136
29469, 134
29609, 132
29905, 131
30093, 130
30093, 128
30311, 124
30327, 122
30342, 123
30436, 122
30467, 123
30498, 124
30545, 125
30576, 124
30576, 123
30997, 125
32526, 126
33322, 125
33618, 124
33727, 126
33961, 127
34149, 129
34211, 130
34351, 129
34429, 126
34429, 125
34461, 124
34523, 122
34539, 124
34585, 122
34648, 123
34788, 122
34788, 123
34991, 121
34991, 122
34991, 119
35007, 121
35069, 119
35116, 116
35272, 115
38033, 112
38158, 111
38329, 109
38329, 106
38407, 103
38579, 107
38641, 110
38907, 111
38907, 109
39016, 110
39109, 109
39125, 108
39125, 107
39187, 106
39702, 108
40654, 106
41777, 107
42198, 108
42276, 106
42526, 105
42526, 103
42760, 105
42822, 106
42885, 107
42947, 105
43041, 104
43072, 102
43134, 98
43337, 97
43571, 101
43727, 100
43821, 99
44055, 98
46145, 97
46651, 99
46838, 98
47088, 99
47134, 97
47166, 96
47181, 94
47259, 93
47384, 92
47446, 91
47602, 90
47680, 89
47696, 88
47712, 89
47946, 87
48726, 86
49225, 84
49896, 83
50488, 85
50832, 83
50956, 82
51034, 80
51206, 79
51300, 78
51346, 77
51502, 79
51612, 77
51674, 78
51674, 80
51799, 79
51830, 80
52220, 81
52329, 80
52329, 78
52438, 77
53343, 78
54607, 77
54778, 78
55012, 77
55231, 78
55324, 79
55418, 78
55449, 79
55480, 78
55605, 79
55621, 78
55777, 76
55792, 75
55917, 76
55948, 75
56557, 76
56838, 74
58351, 73
58725, 74
58959, 73
59131, 72
59568, 75
59677, 76
59802, 77
59802, 74
59864, 73
60223, 72
60238, 74
60332, 76
60348, 75
60675, 76
63452, 78
63686, 76
63702, 75
63920, 74
63982, 76
64029, 75
64341, 76
64372, 74
64450, 72
64466, 73
65137, 74
65340, 75
66915, 76
67290, 77
67570, 75
68038, 74
68054, 75
68148, 74
68257, 73
68257, 72
